Cluster,Layer,Correlation,p_value
Cluster_37,8,0.0017718548249996892,0.9676932654434802
Cluster_37,9,-0.0062592931986018225,0.8862285963071486
Cluster_37,10,0.032243843579866566,0.4609824925533077
Cluster_37,11,0.04265214308519681,0.32936293923726334
Cluster_37,12,-0.014168038445750113,0.7460341696666499
Cluster_38,0,0.10288935870331219,0.5062997778000515
Cluster_38,1,0.23706835799859058,0.12127501260317158
Cluster_38,2,0.17406624383368566,0.2584602139199864
Cluster_38,3,0.18872445384073291,0.21986822627050318
Cluster_38,4,0.1751937984496124,0.2553405132311764
Cluster_38,5,0.08513037350246652,0.5827079629829438
Cluster_38,6,0.07075405214940098,0.6481089768854542
